gene_name,log10FPKM,,,
cd40,0.299,,,
cd40lg,-2.176,,,
cd44a,-0.010,,,
cd44b,-2.477,,,
cd59,-0.208,,,
cd63,2.129,,,
cd74a,-4.000,,,
cd74b,-4.000,,,
cd79a,-1.176,,,
cd79b,-0.921,,,
cd7al,-0.651,,,
cd81a,1.693,,,
cd81b,-0.007,,,
cd82a,0.954,,,
cd82b,1.379,,,
cd83,0.747,,,
cd8a,-1.875,,,
cd8b,-4.000,,,
cd99,2.101,,,
cd99l2,0.691,,,
cd9a,0.396,,,
cd9b,2.286,,,
cdaa,-1.115,,,
cdab,-0.030,,,
cdadc1,0.710,,,
cdan1,0.141,,,
cdc123,0.976,,,
cdc14aa,-0.844,,,
cdc14ab,0.429,,,
cdc14b,1.912,,,
cdc16,0.667,,,
cdc20,1.393,,,
cdc23,0.412,,,
cdc25b,1.354,,,
cdc25d,-0.632,,,
cdc26,1.149,,,
cdc27,1.112,,,
cdc34a,1.995,,,
cdc34b,1.497,,,
cdc37,1.540,,,
cdc37l1,0.344,,,
cdc40,1.215,,,
cdc42,2.134,,,
cdc42bpaa,0.621,,,
cdc42bpab,0.541,,,
cdc42bpb,1.209,,,
cdc42ep1a,-4.000,,,
cdc42ep1b,0.031,,,
cdc42ep2,0.911,,,
cdc42ep3,0.871,,,
cdc42ep4a,1.217,,,
cdc42ep4b,0.624,,,
cdc42ep5,1.720,,,
cdc42l,2.155,,,
cdc42l2,0.033,,,
cdc42se1,1.193,,,
cdc42se2,-1.477,,,
cdc45,0.690,,,
cdc5l,1.213,,,
cdc6,0.909,,,
cdc7,0.036,,,
cdc73,1.243,,,
cdca4,1.656,,,
cdca5,0.739,,,
cdca7a,1.092,,,
cdca7b,0.888,,,
cdca8,1.557,,,
cdca9,-1.135,,,
CDCP1,1.876,,,
cdcp1a,0.981,,,
cdcp2,-0.796,,,
cdh1,2.348,,,
cdh10a,-0.946,,,
cdh11,1.054,,,
cdh12a,-0.155,,,
cdh13,0.011,,,
cdh15,-0.101,,,
cdh16,-1.699,,,
cdh17,0.199,,,
CDH18,-1.115,,,
cdh18a,-0.538,,,
cdh2,1.144,,,
cdh23,-0.875,,,
cdh24a,-1.301,,,
cdh24b,-1.135,,,
cdh26.1,0.911,,,
cdh26.2,-0.027,,,
cdh27,1.680,,,
cdh28,-1.222,,,
cdh29,-1.079,,,
cdh30,-0.721,,,
cdh31,-0.972,,,
cdh4,-0.436,,,
cdh5,-0.729,,,
cdh6,0.331,,,
cdh7a,-0.151,,,
cdh7b,-4.000,,,
CDHR1 (1 of many),0.067,,,
cdhr1a,-0.083,,,
cdhr5a,-1.247,,,
cdhr5b,-1.875,,,
cdip1,0.669,,,
cdipt,0.968,,,
cdk1,1.938,,,
cdk10,-0.495,,,
cdk11b,0.925,,,
cdk12,0.922,,,
cdk13,0.732,,,
cdk14,-0.651,,,
cdk15,-0.959,,,
cdk16,0.788,,,
cdk17,0.886,,,
CDK18,-0.032,,,
cdk19,-0.301,,,
cdk2,1.165,,,
cdk20,-0.110,,,
cdk21,-1.699,,,
CDK2AP1,0.879,,,
cdk2ap2,1.845,,,
cdk4,0.493,,,
cdk5,0.338,,,
cdk5r1a,-0.347,,,
cdk5r1b,0.378,,,
cdk5r2a,0.127,,,
cdk5r2b,-0.117,,,
cdk5rap1,0.806,,,
cdk5rap2,0.207,,,
cdk5rap3,1.092,,,
cdk6,-0.254,,,
cdk7,1.205,,,
cdk8,0.846,,,
cdk9,1.342,,,
cdkal1,0.876,,,
cdkl1,-0.072,,,
cdkl5,-0.331,,,
cdkn1a,1.757,,,
cdkn1ba,1.055,,,
cdkn1bb,1.574,,,
cdkn1ca,0.549,,,
cdkn1cb,0.683,,,
cdkn1d,1.560,,,
cdkn2a/b,-0.875,,,
cdkn2aip,0.276,,,
cdkn2aipnl,1.405,,,
cdkn2c,-0.328,,,
cdkn2d,-0.844,,,
cdkn3,0.902,,,
cdnf,-0.203,,,
cdo1,2.350,,,
cdon,1.531,,,
CDPF1,1.444,,,
cdr2a,-0.608,,,
cdr2l,0.497,,,
cds1,0.576,,,
cds2,0.857,,,
cdt1,0.187,,,
cdv3,1.315,,,
cdx1a,-0.706,,,
cdx1b,-0.986,,,
cdx4,-0.921,,,
cdyl,0.000,,,
ceacam1,1.546,,,
cebp1,-0.834,,,
cebpa,1.474,,,
cebpb,3.626,,,
cebpd,3.219,,,
cebpg,1.669,,,
cebpz,0.958,,,
cecr2,0.384,,,
cel.1,-0.268,,,
cel.2,-1.135,,,
CELA1 (1 of many),0.953,,,
celf1,1.264,,,
celf2,1.536,,,
celf3a,0.731,,,
celf3b,0.726,,,
celf4,0.076,,,
celf5a,0.223,,,
celf5b,0.061,,,
celsr1a,0.711,,,
celsr1b,-0.281,,,
celsr2,0.264,,,
celsr3,-2.477,,,
cemip,1.137,,,
cemip2,0.721,,,
cenpe,0.955,,,
cenpf,0.774,,,
cenph,0.747,,,
cenpi,0.566,,,
cenpj,-0.224,,,
cenpk,0.874,,,
cenpl,0.487,,,
cenpn,0.455,,,
cenpo,0.722,,,
cenpp,0.401,,,
cenpq,-0.004,,,
cenps,0.539,,,
cenpv,0.217,,,
cenpw,1.101,,,
cenpx,1.539,,,
cep104,0.356,,,
cep112,0.054,,,
cep120,0.563,,,
cep126,-0.638,,,
cep128,-0.066,,,
cep131,0.944,,,
cep135,0.460,,,
cep152,-0.563,,,
cep162,0.219,,,
cep170aa,-0.003,,,
cep170ab,-0.844,,,
cep170b,0.633,,,
CEP170B (1 of many),-0.658,,,
cep19,-0.106,,,
cep192,0.226,,,
cep290,0.171,,,
cep295,0.621,,,
cep350,0.572,,,
cep41,-0.059,,,
cep44,-0.192,,,
cep55l,0.756,,,
cep57,0.164,,,
cep57l1,0.829,,,
cep63,1.000,,,
cep68,-0.024,,,
cep70,0.333,,,
cep72,0.340,,,
cep76,0.230,,,
cep78,-0.081,,,
cep83,0.580,,,
cep85,1.283,,,
cep85l,0.394,,,
cep89,1.091,,,
cep97,0.647,,,
cept1a,0.757,,,
cept1b,0.400,,,
cercam,1.544,,,
cerk,0.000,,,
cerkl,0.036,,,
cers1,-0.212,,,
cers2a,0.769,,,
cers2b,1.513,,,
cers3a,0.835,,,
cers3b,-0.028,,,
cers4a,0.125,,,
cers4b,-0.380,,,
cers5,1.105,,,
cers6,-0.440,,,
ces2,0.238,,,
ces3,-2.176,,,
cetn2,-1.247,,,
cetn3,0.884,,,
cetn4,1.222,,,
cetp,-1.398,,,
cfap100,-1.015,,,
cfap126,-0.745,,,
cfap157,-4.000,,,
cfap161,-4.000,,,
cfap20,1.590,,,
cfap206,-4.000,,,
cfap298,0.627,,,
cfap299,-1.523,,,
cfap300,-0.678,,,
cfap36,1.019,,,
cfap410,0.542,,,
cfap43,-1.046,,,
cfap45,-0.340,,,
cfap46,-1.436,,,
cfap52,-0.499,,,
cfap53,-0.247,,,
cfap57,-0.495,,,
cfap58,-1.477,,,
cfap61,0.437,,,
cfap70,-0.464,,,
cfap73,-4.000,,,
CFAP77,0.130,,,
cfap97,0.387,,,
cfap99,-1.301,,,
cfb,-1.062,,,
cfbl,-0.685,,,
cfd,2.663,,,
cfdp1,0.408,,,
cfh,-0.416,,,
cfhl1,-2.176,,,
cfhl2,-2.477,,,
cfhl3,-0.591,,,
cfhl4,-0.402,,,
cfhl5,-4.000,,,
cfi,-0.844,,,
cfl1,1.558,,,
cfl1l,3.389,,,
cfl2,0.051,,,
cflara,0.394,,,
cflarb,-0.692,,,
cfp,0.863,,,
cftr,-4.000,,,
cga,0.436,,,
cgas,-0.721,,,
cgna,-0.563,,,
cgnb,0.028,,,
cgnl1,0.540,,,
cgref1,0.795,,,
cgrrf1,0.356,,,
ch25h,1.550,,,
ch25hl1.1,0.709,,,
ch25hl1.2,-4.000,,,
ch25hl2,-1.436,,,
ch25hl3,0.382,,,
chac1,2.822,,,
chac2,-0.189,,,
chad,-0.298,,,
chadla,-0.824,,,
chadlb,0.389,,,
chaf1a,1.204,,,
chaf1b,0.844,,,
chata,-1.436,,,
chchd1,0.921,,,
chchd10,1.566,,,
chchd2,1.587,,,
chchd3a,1.556,,,
chchd3b,1.138,,,
chchd4a,0.798,,,
chchd4b,0.067,,,
chchd6a,0.871,,,
chchd6b,1.174,,,
chchd7,1.117,,,
chd1,0.751,,,
chd1l,0.300,,,
chd2,1.009,,,
chd3,-0.141,,,
chd4a,0.999,,,
chd4b,1.063,,,
chd5,-1.079,,,
chd6,0.135,,,
chd7,0.849,,,
chd8,0.107,,,
chd9,0.699,,,
chdh,0.522,,,
chek1,0.365,,,
chek2,0.560,,,
cherp,1.210,,,
ches1,0.564,,,
chfr,0.816,,,
chga,-0.057,,,
chgb,-0.787,,,
chia.1,-0.897,,,
chia.2,0.374,,,
chia.3,-1.699,,,
chia.4,-4.000,,,
chia.6,-0.651,,,
chic1,0.374,,,
chic2,1.171,,,
chico,0.319,,,
chid1,0.823,,,
chka,0.394,,,
chkb,0.585,,,
chl1a,1.246,,,
chl1b,-0.155,,,
chm,1.098,,,
chmp1a,1.542,,,
chmp1b,2.049,,,
chmp2a,1.970,,,
chmp2ba,-0.115,,,
chmp2bb,1.686,,,
chmp3,1.401,,,
chmp4ba,1.540,,,
chmp4bb,2.105,,,
chmp4c,1.217,,,
chmp5a,-0.304,,,
chmp5b,1.893,,,
chmp6a,-0.295,,,
chmp6b,1.491,,,
chmp7,1.176,,,
chn1,0.683,,,
chn2,-0.108,,,
chodl,0.241,,,
chordc1a,0.422,,,
chordc1b,1.178,,,
chp1,1.043,,,
chp2,0.338,,,
chpf2,0.754,,,
chpfa,1.042,,,
chpfb,0.718,,,
chpt1,1.244,,,
chrac1,1.499,,,
chrd,-0.373,,,
chrdl2,-0.553,,,
chrm1a,-0.574,,,
chrm1b,-0.344,,,
chrm2a,-4.000,,,
chrm2b,-4.000,,,
chrm3a,-0.933,,,
chrm3b,-4.000,,,
chrm4a,0.063,,,
chrm5a,-4.000,,,
chrm5b,-4.000,,,
chrna1,0.111,,,
chrna10a,-4.000,,,
chrna2a,-4.000,,,
chrna2b,-0.363,,,
chrna3,-0.972,,,
chrna4a,-4.000,,,
chrna4b,-1.135,,,
chrna5,-1.778,,,
chrna6,-1.436,,,
chrna7,-1.115,,,
chrna9,-0.986,,,
chrnb1,-0.854,,,
chrnb1l,-0.108,,,
chrnb2a,-2.477,,,
chrnb2b,-1.301,,,
chrnb2l,-1.301,,,
chrnb3a,-1.135,,,
chrnb3b,-4.000,,,
chrnb4,-1.523,,,
chrnd,-0.056,,,
chrne,-0.331,,,
chrng,-0.671,,,
chs1,-0.247,,,
chst1,0.080,,,
chst10,0.974,,,
chst11,0.178,,,
chst12a,0.180,,,
chst12b,-4.000,,,
CHST13,1.748,,,
chst14,0.902,,,
chst15,-0.387,,,
chst2a,0.763,,,
chst2b,-0.178,,,
chst3a,-0.714,,,
chst3b,-1.155,,,
chst6,-0.413,,,
chst7,-0.038,,,
chsy1,0.780,,,
chsy3,1.055,,,
chtf18,0.084,,,
chtf8,0.531,,,
chtopa,1.609,,,
chtopb,-1.015,,,
chuk,1.215,,,
churc1,1.660,,,
ciao1,1.318,,,
ciao2a,0.490,,,
ciao2b,0.943,,,
ciapin1,1.452,,,
ciarta,0.819,,,
ciartb,1.136,,,
cib1,1.455,,,
cib2,-0.448,,,
cib3,-0.363,,,
cica,0.782,,,
cicb,0.796,,,
cidea,-4.000,,,
cideb,-0.844,,,
cidec,-4.000,,,
ciita,-1.079,,,
cilp,0.270,,,
cilp2,0.036,,,
cinp,0.871,,,
cip2a,0.763,,,
cipca,0.047,,,
cipcb,-0.504,,,
CIR1,-0.436,,,
cirbpa,2.182,,,
cirbpb,2.343,,,
cisd1,0.999,,,
cisd2,0.503,,,
cish,1.305,,,
cishb,0.753,,,
cita,0.246,,,
citb,-4.000,,,
cited1,0.453,,,
cited2,0.457,,,
cited4a,1.951,,,
cited4b,1.555,,,
ciz1a,0.251,,,
ciz1b,-0.215,,,
ckap2l,0.758,,,
ckap4,1.854,,,
ckap5,0.996,,,
ckba,1.761,,,
ckbb,2.177,,,
ckma,2.477,,,
ckmb,2.537,,,
ckmt1,1.438,,,
ckmt2a,1.781,,,
ckmt2b,1.209,,,
cks1b,1.697,,,
clasp1a,0.661,,,
clasp2,1.202,,,
clasrp,1.158,,,
clca1,-4.000,,,
clca5.1,-4.000,,,
clcf1,0.481,,,
clcn1a,-0.596,,,
clcn1b,-1.135,,,
clcn2a,-0.538,,,
clcn2b,-0.038,,,
clcn2c,1.076,,,
clcn3,0.917,,,
clcn4,0.486,,,
clcn5a,-0.093,,,
clcn5b,-0.106,,,
clcn6,0.440,,,
clcn7,0.460,,,
clcnk,-0.824,,,
cldn1,2.930,,,
cldn10a,-1.030,,,
cldn10b,-4.000,,,
cldn10l2,-1.632,,,
cldn11a,0.413,,,
cldn11b,0.883,,,
cldn12,0.611,,,
cldn15a,-0.149,,,
cldn15b,-0.049,,,
cldn15la,0.947,,,
cldn15lb,-0.543,,,
cldn17,-0.854,,,
cldn18,-4.000,,,
cldn19,-0.405,,,
cldn2,-0.745,,,
cldn23a,0.875,,,
cldn23b,-0.413,,,
cldn34a,-2.176,,,
cldn5a,-0.102,,,
cldn5b,0.185,,,
cldn7a,-0.192,,,
cldn7b,2.186,,,
cldn8,0.071,,,
cldna,0.797,,,
cldnb,2.505,,,
cldnc,0.664,,,
cldnd,-1.062,,,
cldnd1a,-0.322,,,
cldnd1b,0.314,,,
cldne,1.147,,,
cldnf,0.332,,,
cldng,-4.000,,,
cldnh,1.678,,,
cldni,3.421,,,
cldnj,-1.176,,,
cldnk,0.213,,,
clec11a,-0.504,,,
clec14a,-0.121,,,
clec16a,0.673,,,
clec19a,0.137,,,
CLEC3A,-0.834,,,
clec3ba,-1.523,,,
clec3bb,1.089,,,
clgn,0.883,,,
clic1,1.284,,,
clic2,0.472,,,
clic3,1.100,,,
clic4,0.380,,,
clic5a,-0.513,,,
clic5b,-0.533,,,
clic6,-0.187,,,
clint1a,1.336,,,
clint1b,-0.125,,,
clip1a,0.551,,,
clip2,0.336,,,
clip3,-0.270,,,
CLIP4,-0.187,,,
clk2a,1.382,,,
clk2b,0.872,,,
clk4a,1.889,,,
clk4b,1.287,,,
clmn,-0.543,,,
cln3,0.499,,,
cln5,0.174,,,
cln6a,0.529,,,
cln6b,-0.933,,,
cln8,0.543,,,
clns1a,1.385,,,
clocka,0.225,,,
clockb,0.728,,,
clp1,0.250,,,
clpb,0.628,,,
clpp,1.415,,,
clptm1,1.389,,,
clptm1l,1.114,,,
clpxa,0.876,,,
clpxb,0.409,,,
clrn1,-0.477,,,
clrn2,-1.436,,,
clrn3,-2.000,,,
clstn1,0.927,,,
clstn2,-0.638,,,
clstn3,-0.059,,,
clta,1.944,,,
cltb,0.823,,,
cltca,1.462,,,
cltcb,1.147,,,
cltcl1,0.864,,,
clu,1.656,,,
cluap1,0.378,,,
cluha,0.867,,,
cluhb,-0.729,,,
clul1,-4.000,,,
clvs2,0.254,,,
clybl,0.873,,,
cmah,0.347,,,
cmasa,1.101,,,
cmbl,1.411,,,
cmc1,0.933,,,
cmc2,0.990,,,
cmc4,0.575,,,
cmip,0.946,,,
cmklr1,0.162,,,
CMKLR1 (1 of many),-1.875,,,
cmlc1,-4.000,,,
cmn,0.237,,,
cmpk,1.790,,,
cmpk2,-1.436,,,
cmss1,0.696,,,
cmtm3,-0.043,,,
cmtm4,0.175,,,
cmtm6,0.749,,,
cmtm7,0.619,,,
cmtm8a,0.049,,,
cmtm8b,-1.198,,,
cmtr1,1.037,,,
cmtr2,0.416,,,
cmya5,-1.176,,,
cnbd1,-0.796,,,
cnbpa,2.058,,,
cnbpb,2.087,,,
cndp2,1.180,,,
cnep1r1,1.199,,,
cnfn,0.241,,,
cnga1a,-0.886,,,
cnga1b,-0.770,,,
cnga2a,-4.000,,,
cnga2b,-4.000,,,
cnga3a,0.047,,,
cnga3b,-0.509,,,
cnga4,-1.778,,,
cngb1a,-0.402,,,
cngb3.1,-0.558,,,
cngb3.2,0.316,,,
cngk,-4.000,,,
cnih1,1.100,,,
cnih2,-0.287,,,
cnih3,-1.015,,,
cnih4,-0.064,,,
cnksr1,1.588,,,
cnksr2a,-0.658,,,
cnksr2b,0.090,,,
cnksr3,0.621,,,
cnmd,1.436,,,
cnn1a,-0.692,,,
cnn1b,-0.787,,,
cnn2,2.124,,,
cnn3a,1.724,,,
cnn3b,0.865,,,
CNNM1,-0.770,,,
cnnm2a,-0.260,,,
cnnm2b,-0.384,,,
cnnm3,-0.528,,,
cnnm4a,-0.174,,,
cnnm4b,0.702,,,
cnot1,1.194,,,
cnot10,0.713,,,
cnot11,1.268,,,
cnot2,1.090,,,
cnot3a,0.846,,,
cnot3b,0.551,,,
cnot4a,0.928,,,
cnot4b,0.708,,,
cnot6a,1.297,,,
cnot6b,-0.298,,,
cnot6l,1.240,,,
cnot7,0.280,,,
cnot8,1.298,,,
cnot9,1.713,,,
cnp,1.513,,,
cnppd1,1.776,,,
cnpy1,1.381,,,
cnpy2,0.187,,,
cnpy3,0.875,,,
cnpy4,1.003,,,
cnr1,-1.699,,,
cnr2,-1.097,,,
cnrip1a,0.421,,,
cnrip1b,0.539,,,
cnsta,0.123,,,
cnstb,0.562,,,
cntd1,-4.000,,,
cntf,0.831,,,
cntfr,0.787,,,
cntln,0.035,,,
cntn1a,-0.153,,,
cntn1b,0.023,,,
cntn2,0.029,,,
cntn3a.1,0.009,,,
cntn3a.2,-1.331,,,
cntn3b,-2.477,,,
cntn4,-0.159,,,
cntn5,-0.108,,,
cntnap1,-1.477,,,
cntnap2a,-0.444,,,
cntnap2b,-0.778,,,
cntnap3,-0.101,,,
cntnap5a,-1.015,,,
cntnap5b,-0.753,,,
cntnap5l,-4.000,,,
cntrl,0.278,,,
cntrob,-4.000,,,
coa3a,1.321,,,
coa3b,1.052,,,
COA4,0.965,,,
coa5,1.446,,,
coa6,1.554,,,
coa7,0.721,,,
coasy,0.825,,,
cobl,-0.093,,,
cobll1a,-0.151,,,
cobll1b,1.557,,,
coch,0.167,,,
cog1,0.938,,,
cog2,0.964,,,
cog3,0.773,,,
cog4,0.963,,,
cog5,0.691,,,
cog6,0.796,,,
cog7,0.541,,,
cog8,0.616,,,
coil,0.192,,,
col10a1a,0.888,,,
col10a1b,0.171,,,
col11a1a,2.899,,,
col11a1b,0.800,,,
col11a2,1.071,,,
col12a1a,1.679,,,
col12a1b,1.575,,,
col13a1,-0.464,,,
col14a1a,0.574,,,
col14a1b,2.920,,,
col15a1a,-1.015,,,
col15a1b,0.401,,,
col16a1,1.914,,,
col17a1a,3.086,,,
col17a1b,1.374,,,
col18a1a,2.588,,,
col18a1b,-0.024,,,
col19a1,-0.097,,,
col1a1a,3.842,,,
col1a1b,3.737,,,
col1a2,3.777,,,
col21a1,0.379,,,
col24a1,0.611,,,
col27a1b,-0.187,,,
col28a1a,1.906,,,
col28a1b,-4.000,,,
col28a2a,2.155,,,
col28a2b,1.280,,,
col2a1a,2.029,,,
col2a1b,2.953,,,
col4a1,0.020,,,
col4a2,-0.563,,,
col4a3,0.613,,,
col4a3bpa,1.593,,,
col4a3bpb,1.591,,,
col4a4,0.968,,,
col4a5,2.606,,,
col4a6,2.272,,,
col5a1,2.233,,,
col5a2a,2.073,,,
col5a2b,-0.558,,,
col5a3a,-0.340,,,
col5a3b,2.712,,,
col6a1,0.678,,,
col6a2,0.424,,,
col6a3,0.736,,,
col6a4a,0.372,,,
col7a1,1.865,,,
col7a1l,1.493,,,
col8a1a,-0.022,,,
col8a1b,-0.325,,,
col8a2,0.963,,,
col9a1a,1.513,,,
col9a1b,0.936,,,
col9a2,1.565,,,
col9a3,1.492,,,
COLEC10,-0.424,,,
colec11,-4.000,,,
colec12,0.569,,,
colgalt1,0.662,,,
COLGALT1 (1 of many),1.356,,,
colgalt2,1.222,,,
colq,-0.626,,,
commd1,0.999,,,
commd10,1.172,,,
commd2,1.177,,,
commd3,1.200,,,
commd4,1.372,,,
commd5,0.697,,,
commd6,0.767,,,
commd7,1.365,,,
commd8,0.973,,,
commd9,0.787,,,
comta,0.490,,,
comtb,-0.313,,,
comtd1,-4.000,,,
cop1,0.852,,,
copa,1.902,,,
copb1,1.653,,,
copb2,1.687,,,
cope,2.289,,,
copg2,1.764,,,
cops2,1.359,,,
cops3,1.362,,,
cops4,1.529,,,
cops5,1.351,,,
cops6,0.324,,,
cops7a,1.591,,,
cops8,1.416,,,
cops9,2.344,,,
copz1,1.978,,,
copz2,1.252,,,
COQ10A,0.449,,,
coq10b,1.527,,,
coq2,0.726,,,
coq3,0.523,,,
coq4,0.504,,,
coq5,0.746,,,
coq6,1.113,,,
coq7,0.824,,,
coq8a,1.191,,,
COQ8A (1 of many),-0.227,,,
coq8b,0.770,,,
coq9,1.270,,,
corin,-0.112,,,
coro1a,0.261,,,
coro1b,0.440,,,
coro1ca,2.055,,,
coro1cb,0.830,,,
coro2a,1.491,,,
coro2ba,-0.155,,,
coro2bb,-1.363,,,
coro6,-0.254,,,
coro7,1.289,,,
cort,-0.946,,,
cotl1,3.245,,,
cox10,0.902,,,
cox11,0.967,,,
cox14,1.914,,,
cox15,1.172,,,
cox16,0.385,,,
cox17,2.058,,,
cox18,0.720,,,
cox19,0.739,,,
cox20,1.343,,,
COX3,3.474,,,
cox4i1,2.277,,,
cox4i1l,0.093,,,
cox4i2,0.987,,,
cox5aa,2.389,,,
cox5ab,2.056,,,
COX5B,2.643,,,
cox5b2,0.906,,,
cox6a1,2.817,,,
cox6a2,0.409,,,
cox6b1,1.592,,,
cox6b2,2.458,,,
cox6c,2.301,,,
cox7a1,0.664,,,
COX7A2 (1 of many),2.108,,,
cox7a2a,2.563,,,
cox7a2l,1.850,,,
cox7b,2.405,,,
cox7c,2.988,,,
cox8a,2.463,,,
cox8b,0.769,,,
cp,-4.000,,,
cpa1,-0.360,,,
cpa2,-0.217,,,
cpa4,0.324,,,
cpa5,0.999,,,
cpa6,0.621,,,
cpamd8,1.253,,,
cpb1,0.417,,,
cpb2,-4.000,,,
cpda,-0.012,,,
cpdb,-4.000,,,
cpe,0.741,,,
cpeb1a,-0.933,,,
cpeb1b,-4.000,,,
cpeb2,0.560,,,
cpeb3,0.839,,,
cpeb4a,0.803,,,
cpeb4b,0.698,,,
cped1,0.145,,,
cplane2,0.260,,,
cplx2,0.266,,,
cplx2l,-0.006,,,
cplx3b,-0.022,,,
cplx4a,0.680,,,
cplx4b,-4.000,,,
cplx4c,0.509,,,
cpm,1.789,,,
cpn1,1.237,,,
cpne1,1.844,,,
cpne2,-0.033,,,
cpne3,1.163,,,
cpne4a,-0.373,,,
cpne4b,-0.509,,,
cpne5a,-4.000,,,
cpne5b,-1.000,,,
cpne7,-1.574,,,
cpne9,-4.000,,,
cpo,-1.079,,,
cpox,0.605,,,
cpped1,0.785,,,
cps1,-0.331,,,
cpsf1,1.039,,,
cpsf2,1.090,,,
cpsf3,1.211,,,
cpsf4,0.966,,,
cpsf6,1.587,,,
cpt1aa,0.928,,,
cpt1ab,1.015,,,
cpt1b,0.028,,,
cpt1cb,1.061,,,
cpt2,0.685,,,
cptp,0.898,,,
cpvl,1.195,,,
cpxm1a,0.718,,,
cpxm1b,-0.244,,,
cpz,1.493,,,
CR293498.1,-4.000,,,
CR293501.2,-4.000,,,
CR293502.1,-1.115,,,
CR293507.1,1.062,,,
CR293508.1,-4.000,,,
CR293509.1,-1.632,,,
CR293511.1,-1.273,,,
CR293511.2,-0.276,,,
CR293531.1,-0.721,,,
CR293531.2,-4.000,,,
CR293532.1,-4.000,,,
CR318588.1,-4.000,,,
CR318588.2,-4.000,,,
CR318588.3,0.047,,,
CR318588.4,1.581,,,
CR318589.1,-4.000,,,
CR318589.2,-1.363,,,
CR318590.1,-4.000,,,
CR318595.1,-4.000,,,
CR318599.1,-4.000,,,
CR318599.2,-4.000,,,
CR318600.2,-0.452,,,
CR318601.1,-0.033,,,
CR318603.1,-4.000,,,
CR318603.2,-4.000,,,
CR318607.1,-0.671,,,
CR318614.1,-4.000,,,
CR318620.1,-4.000,,,
CR318624.1,-4.000,,,
CR318624.2,-0.834,,,
CR318625.1,-1.574,,,
CR318646.1,-4.000,,,
CR318646.2,-4.000,,,
CR318646.3,-4.000,,,
CR318647.1,-4.000,,,
CR318650.1,-4.000,,,
CR318653.1,-4.000,,,
CR318658.1,-4.000,,,
CR318668.1,-4.000,,,
CR318673.1,1.051,,,
CR318674.1,-0.678,,,
CR339041.1,-4.000,,,
CR339041.2,-1.632,,,
CR339041.3,-4.000,,,
CR339044.1,-1.632,,,
CR339054.1,-1.331,,,
CR339054.2,-4.000,,,
CR339059.1,-0.651,,,
CR339059.3,-4.000,,,
CR339059.4,-1.778,,,
CR352209.1,-1.523,,,
CR352209.2,-4.000,,,
CR352218.1,-4.000,,,
CR352220.1,-4.000,,,
CR352223.1,-4.000,,,
CR352226.1,-4.000,,,
CR352226.2,-0.714,,,
CR352226.3,-4.000,,,
CR352226.4,-4.000,,,
CR352226.5,-0.495,,,
CR352226.6,-2.000,,,
CR352226.7,-1.155,,,
CR352228.1,-1.574,,,
CR352232.1,-4.000,,,
CR352243.1,-4.000,,,
CR352243.2,-1.574,,,
CR352253.1,-4.000,,,
CR352263.1,-4.000,,,
CR352265.1,-1.222,,,
CR352265.3,-1.778,,,
CR352285.1,-0.824,,,
CR352292.1,-4.000,,,
CR352310.1,-1.000,,,
CR352329.1,-1.115,,,
CR352338.1,-4.000,,,
CR352340.1,-4.000,,,
CR352342.1,-0.664,,,
CR354372.1,-4.000,,,
CR354377.1,-1.301,,,
CR354383.1,-0.909,,,
CR354395.1,-1.699,,,
CR354398.1,-0.638,,,
CR354402.1,-4.000,,,
CR354429.1,-0.946,,,
CR354430.3,-4.000,,,
CR354430.4,-1.523,,,
CR354435.1,-4.000,,,
CR354435.2,-4.000,,,
CR354435.3,-4.000,,,
CR354444.1,-1.699,,,
CR354444.2,-4.000,,,
CR354537.1,-4.000,,,
CR354538.1,-4.000,,,
CR354540.1,-0.814,,,
CR354540.2,-0.477,,,
CR354542.1,0.289,,,
CR354547.1,-0.062,,,
CR354547.2,-4.000,,,
CR354547.3,-4.000,,,
CR354549.1,-4.000,,,
CR354549.10,-4.000,,,
CR354549.11,-1.247,,,
CR354549.12,-4.000,,,
CR354549.2,-4.000,,,
CR354549.3,-4.000,,,
CR354549.4,-4.000,,,
CR354549.5,-4.000,,,
CR354549.6,-4.000,,,
CR354549.7,-4.000,,,
CR354549.8,-4.000,,,
CR354549.9,-4.000,,,
CR354556.1,-0.632,,,
CR354556.2,-0.490,,,
CR354556.3,0.319,,,
CR354564.1,-1.875,,,
CR354564.2,-4.000,,,
CR354581.1,-4.000,,,
CR354588.1,1.023,,,
CR354610.1,0.760,,,
CR354610.2,-0.972,,,
CR354611.1,-4.000,,,
CR354612.1,-4.000,,,
CR356222.1,-4.000,,,
CR356223.2,-0.626,,,
CR356227.1,-0.761,,,
CR356233.1,0.409,,,
CR356233.2,-4.000,,,
CR356236.1,-0.761,,,
CR356242.1,-4.000,,,
CR356246.1,-1.115,,,
CR361551.1,-0.495,,,
CR361551.2,-4.000,,,
CR361560.1,-4.000,,,
CR361564.1,-4.000,,,
CR376730.1,-0.553,,,
CR376730.2,-4.000,,,
CR376737.1,0.188,,,
CR376738.1,-0.796,,,
CR376738.2,-4.000,,,
CR376740.1,-0.844,,,
CR376740.2,-0.252,,,
CR376741.1,-0.796,,,
CR376741.2,0.067,,,
CR376741.3,-0.796,,,
CR376741.4,-0.563,,,
CR376741.5,-1.115,,,
CR376741.6,-4.000,,,
CR376747.1,-4.000,,,
CR376748.1,-4.000,,,
CR376751.1,-4.000,,,
