gene_name,log10FPKM,,,
CR381664.2,-4.000,,,
CR381673.1,-4.000,,,
CR381673.2,-4.000,,,
CR381676.1,-4.000,,,
CR381684.1,-4.000,,,
CR381686.1,-0.298,,,
CR381686.2,-0.946,,,
CR381686.3,0.044,,,
CR381686.4,-0.658,,,
CR381686.5,-0.787,,,
CR381689.1,-0.645,,,
CR381700.1,-4.000,,,
CR382281.1,-4.000,,,
CR382283.1,-0.897,,,
CR382294.1,-4.000,,,
CR382296.1,-0.875,,,
CR382300.1,0.565,,,
CR382300.2,-2.000,,,
CR382300.3,-4.000,,,
CR382325.1,0.365,,,
CR382326.1,-4.000,,,
CR382327.1,1.064,,,
CR382327.2,0.036,,,
CR382327.3,0.365,,,
CR382334.1,-1.030,,,
CR382337.1,-1.875,,,
CR382337.2,-1.574,,,
CR382337.3,-2.176,,,
CR382363.1,0.086,,,
CR382370.1,-4.000,,,
CR382370.2,0.759,,,
CR382372.1,0.829,,,
CR382383.2,-4.000,,,
CR382385.1,-4.000,,,
CR383662.1,-0.270,,,
CR383662.2,-4.000,,,
CR383662.3,-0.155,,,
CR383662.4,-1.398,,,
CR383662.5,0.283,,,
CR383662.6,-4.000,,,
CR383662.8,0.170,,,
CR383668.1,-4.000,,,
CR383668.2,-0.265,,,
CR383669.1,-4.000,,,
CR383669.2,-4.000,,,
CR383669.7,-1.875,,,
CR383672.1,-4.000,,,
CR383672.2,-0.614,,,
CR383676.1,2.403,,,
CR383676.2,2.757,,,
CR383680.1,-0.737,,,
CR383680.2,-1.135,,,
CR383680.3,-0.770,,,
CR383683.1,-4.000,,,
CR384055.1,-4.000,,,
CR384062.1,-4.000,,,
CR384075.1,-0.986,,,
CR384085.1,-4.000,,,
CR384089.1,-4.000,,,
CR384099.1,-4.000,,,
CR385021.1,-4.000,,,
CR385024.1,-0.737,,,
CR385026.1,-4.000,,,
CR385026.2,-4.000,,,
CR385035.1,-4.000,,,
CR385040.1,-4.000,,,
CR385041.1,-4.000,,,
CR385050.1,-4.000,,,
CR385050.2,-4.000,,,
CR385050.3,-4.000,,,
CR385053.1,-1.523,,,
CR385053.2,-4.000,,,
CR385053.3,-0.972,,,
CR385054.1,-4.000,,,
CR385065.1,-4.000,,,
CR385067.1,-2.176,,,
CR385077.1,0.764,,,
CR385078.1,-0.380,,,
CR385078.2,-4.000,,,
CR385078.3,-4.000,,,
CR385086.1,-4.000,,,
CR387919.1,0.528,,,
CR387921.1,-4.000,,,
CR387932.1,-0.651,,,
CR387933.1,-0.591,,,
CR387935.1,-4.000,,,
CR387984.1,-4.000,,,
CR387989.1,-4.000,,,
CR387996.1,-0.770,,,
CR388008.1,-2.000,,,
CR388029.1,-0.946,,,
CR388040.1,-0.626,,,
CR388042.1,-0.533,,,
CR388042.2,-1.363,,,
CR388046.1,-4.000,,,
CR388046.2,-4.000,,,
CR388046.4,-1.875,,,
CR388046.5,-4.000,,,
CR388046.6,-2.176,,,
CR388047.1,-4.000,,,
CR388047.2,-4.000,,,
CR388047.3,-4.000,,,
CR388050.1,-4.000,,,
CR388052.1,-4.000,,,
CR388052.2,-4.000,,,
CR388052.3,-4.000,,,
CR388055.1,-4.000,,,
CR388077.1,-0.528,,,
CR388079.1,-0.509,,,
CR388079.2,-4.000,,,
CR388079.3,0.459,,,
CR388095.1,-1.778,,,
CR388095.2,-4.000,,,
CR388102.1,-4.000,,,
CR388129.1,0.233,,,
CR388132.1,-0.658,,,
CR388132.2,0.035,,,
CR388143.1,0.305,,,
CR388148.1,-1.301,,,
CR388148.2,-1.273,,,
CR388156.1,-4.000,,,
CR388157.1,-4.000,,,
CR388163.1,-2.176,,,
CR388164.1,-4.000,,,
CR388164.2,-0.933,,,
CR388164.3,-4.000,,,
CR388165.1,-0.986,,,
CR388165.2,-0.844,,,
CR388166.1,-2.176,,,
CR388166.2,0.628,,,
CR388168.1,-4.000,,,
CR388168.2,-0.886,,,
CR388172.1,-4.000,,,
CR388178.1,-4.000,,,
CR388178.2,-0.844,,,
CR388184.1,-4.000,,,
CR388184.2,-2.176,,,
CR388189.1,-4.000,,,
CR388190.1,-4.000,,,
CR388195.1,-4.000,,,
CR388206.1,-0.909,,,
CR388207.1,-0.229,,,
CR388207.2,-4.000,,,
CR388209.1,-4.000,,,
CR388228.1,-0.946,,,
CR388231.1,-4.000,,,
CR388231.2,-0.706,,,
CR388231.3,-1.176,,,
CR388363.1,-4.000,,,
CR388363.2,-4.000,,,
CR388364.1,-0.416,,,
CR388369.1,-0.504,,,
CR388373.1,-4.000,,,
CR388373.2,-0.325,,,
CR388373.3,-4.000,,,
CR388378.1,-1.523,,,
CR388378.2,-0.460,,,
CR388378.3,-4.000,,,
CR388413.1,-0.380,,,
CR388413.3,-4.000,,,
CR388413.4,-1.477,,,
CR388413.5,-0.626,,,
CR388417.1,-0.632,,,
CR388417.2,-0.347,,,
CR388421.1,-4.000,,,
CR391910.1,-4.000,,,
CR391910.2,-0.946,,,
CR391910.3,-4.000,,,
CR391915.1,-4.000,,,
CR391921.1,-1.062,,,
CR391925.1,-4.000,,,
CR391930.1,-4.000,,,
CR391940.1,0.275,,,
CR391944.1,-0.394,,,
CR391953.1,-1.331,,,
CR391963.1,-0.626,,,
CR391963.2,-4.000,,,
CR391977.1,-4.000,,,
CR391978.1,-4.000,,,
CR391986.1,-0.495,,,
CR391990.1,-0.854,,,
CR391991.1,-4.000,,,
CR391991.2,-4.000,,,
CR391991.3,-4.000,,,
CR391991.4,-4.000,,,
CR391991.5,-4.000,,,
CR391995.1,-4.000,,,
CR391998.1,0.018,,,
CR392001.1,-4.000,,,
CR392001.2,-4.000,,,
CR392001.3,-2.477,,,
CR392001.4,-0.972,,,
CR392002.1,0.455,,,
CR392003.1,-0.528,,,
CR392012.1,-4.000,,,
CR392012.2,-0.304,,,
CR392024.1,-1.301,,,
CR392026.1,-0.745,,,
CR392026.2,-0.469,,,
CR392036.1,-2.477,,,
CR392042.1,-0.413,,,
CR392045.1,-1.363,,,
CR392330.1,-4.000,,,
CR392335.1,-4.000,,,
CR392341.1,-0.753,,,
CR392341.2,-4.000,,,
CR392341.3,-0.671,,,
CR392341.4,-1.477,,,
CR392347.1,-4.000,,,
CR392363.1,-2.477,,,
CR392363.2,0.020,,,
CR394528.1,-1.477,,,
CR394532.1,-4.000,,,
CR394532.2,-4.000,,,
CR394535.1,-0.875,,,
CR394545.1,-0.585,,,
CR394546.1,-4.000,,,
CR394546.2,-4.000,,,
CR394546.3,-0.208,,,
CR394546.4,-4.000,,,
CR394546.5,-4.000,,,
CR394552.1,-0.409,,,
CR394555.1,-4.000,,,
CR394556.1,-0.921,,,
CR394572.1,-1.436,,,
CR396583.1,-0.886,,,
CR396584.1,-1.273,,,
CR396585.1,-4.000,,,
CR396590.1,-4.000,,,
CR396590.2,-4.000,,,
CR396590.3,-4.000,,,
CR396590.4,-4.000,,,
CR396590.5,-4.000,,,
CR396590.6,-4.000,,,
CR396590.7,-4.000,,,
CR396590.8,-4.000,,,
CR396595.1,-1.632,,,
CR396595.2,-4.000,,,
CR405682.1,-4.000,,,
CR405687.1,-4.000,,,
CR405710.2,-4.000,,,
CR405715.1,-0.548,,,
CR407547.1,-0.986,,,
CR407550.1,-4.000,,,
CR407561.1,-4.000,,,
CR407561.2,-4.000,,,
CR407584.1,-0.761,,,
CR407585.1,-4.000,,,
CR407590.2,-4.000,,,
CR407594.1,-1.398,,,
CR407598.1,-4.000,,,
CR407701.1,0.014,,,
CR450686.1,-4.000,,,
CR450686.2,-2.176,,,
CR450686.3,-0.805,,,
CR450686.4,-4.000,,,
CR450686.5,-4.000,,,
CR450687.1,-4.000,,,
CR450696.1,-4.000,,,
CR450698.1,-4.000,,,
CR450716.1,-4.000,,,
CR450720.1,-4.000,,,
CR450727.1,-0.444,,,
CR450738.1,-4.000,,,
CR450740.1,-4.000,,,
CR450748.1,-1.875,,,
CR450749.1,-4.000,,,
CR450749.2,-4.000,,,
CR450764.3,-4.000,,,
CR450777.1,-4.000,,,
CR450780.1,-1.000,,,
CR450780.2,-0.108,,,
CR450780.3,-4.000,,,
CR450782.1,-1.699,,,
CR450785.1,-0.174,,,
CR450785.2,-4.000,,,
CR450786.1,-4.000,,,
CR450787.1,-4.000,,,
CR450793.1,-4.000,,,
CR450808.1,0.236,,,
CR450808.2,-0.706,,,
CR450812.1,-4.000,,,
CR450813.1,-4.000,,,
CR450813.2,-4.000,,,
CR450814.1,-4.000,,,
CR450824.1,-0.596,,,
CR450824.2,-4.000,,,
CR450827.1,-4.000,,,
CR450827.2,-4.000,,,
CR450827.3,-4.000,,,
CR450827.4,-4.000,,,
CR450827.5,-4.000,,,
CR450832.1,0.409,,,
CR450833.1,-4.000,,,
CR450833.2,-1.331,,,
CR450836.1,-0.946,,,
CR450840.1,-4.000,,,
CR450848.1,-0.946,,,
CR456627.1,-1.523,,,
CR456628.1,-1.247,,,
CR456628.2,-4.000,,,
CR456635.1,-4.000,,,
CR456642.1,-4.000,,,
CR457444.1,-4.000,,,
CR457444.10,-4.000,,,
CR457444.11,-4.000,,,
CR457444.2,-4.000,,,
CR457444.3,-4.000,,,
CR457444.4,-4.000,,,
CR457444.5,-4.000,,,
CR457444.6,-4.000,,,
CR457444.7,-4.000,,,
CR457444.8,-4.000,,,
CR457444.9,-4.000,,,
CR457445.1,-0.129,,,
CR457447.1,-4.000,,,
CR478208.1,-4.000,,,
CR478288.1,-4.000,,,
CR513782.1,-1.477,,,
CR513782.2,-4.000,,,
CR513782.3,-4.000,,,
CR513785.1,-4.000,,,
CR513789.1,-2.000,,,
CR522881.1,-4.000,,,
CR524821.1,-0.563,,,
CR524827.1,-2.477,,,
CR533430.1,-4.000,,,
CR533571.1,-4.000,,,
CR533578.1,-2.176,,,
CR536604.1,-1.301,,,
CR538726.1,-1.778,,,
CR545465.1,-4.000,,,
CR545465.2,-4.000,,,
CR545466.1,-4.000,,,
CR545469.1,-4.000,,,
CR545469.2,-4.000,,,
CR545476.1,-4.000,,,
CR547131.1,-2.176,,,
CR548622.1,-0.579,,,
CR548622.2,-1.477,,,
CR548634.1,-1.247,,,
CR548634.2,-4.000,,,
CR550302.1,-1.875,,,
CR550302.2,-0.721,,,
CR550302.3,-4.000,,,
CR550304.1,-4.000,,,
CR550307.1,-4.000,,,
CR555293.1,-1.574,,,
CR555295.1,-0.533,,,
CR555298.1,-4.000,,,
CR556696.1,-2.477,,,
CR556708.1,-0.699,,,
CR556708.2,-4.000,,,
CR556709.1,-4.000,,,
CR556712.1,-4.000,,,
CR556713.1,-4.000,,,
CR558302.1,-4.000,,,
CR559930.1,-4.000,,,
CR559941.1,-4.000,,,
CR559944.1,-4.000,,,
CR559945.1,-4.000,,,
CR559945.2,-4.000,,,
CR589874.1,-4.000,,,
CR589875.1,-2.176,,,
CR589875.2,-1.115,,,
CR589875.3,-4.000,,,
CR589876.1,-4.000,,,
CR589882.1,-1.632,,,
CR589941.1,-4.000,,,
CR589943.1,-0.523,,,
CR589944.1,0.044,,,
CR589944.2,-4.000,,,
CR589944.3,-4.000,,,
CR589947.1,-0.864,,,
CR589947.2,-0.391,,,
CR589947.3,-2.176,,,
CR626866.1,-4.000,,,
CR626874.1,-4.000,,,
CR626882.1,-4.000,,,
CR626882.2,-1.046,,,
CR626882.3,-4.000,,,
CR626884.1,-2.176,,,
CR626884.3,-1.778,,,
CR626884.4,-4.000,,,
CR626884.5,-0.558,,,
CR626886.1,-1.398,,,
CR626886.2,-0.189,,,
CR626887.1,-1.363,,,
CR626887.2,-1.436,,,
CR626887.3,-4.000,,,
CR626889.1,-4.000,,,
CR626902.1,-4.000,,,
CR626907.1,-4.000,,,
CR626907.2,-2.176,,,
CR626907.3,-2.477,,,
CR626923.1,-4.000,,,
CR626935.1,-4.000,,,
CR626941.1,-0.651,,,
CR626944.1,0.294,,,
CR626962.1,-0.972,,,
CR627496.1,-1.574,,,
CR628323.2,-4.000,,,
CR628324.1,-1.778,,,
CR628327.1,0.138,,,
CR628341.1,-0.729,,,
CR628341.2,-4.000,,,
CR628365.1,-0.270,,,
CR628395.1,-0.875,,,
CR628410.1,-1.301,,,
CR631122.1,-0.959,,,
CR677513.1,-4.000,,,
CR677617.1,0.227,,,
CR678070.1,-1.015,,,
CR678435.1,-4.000,,,
CR735102.1,1.160,,,
CR735104.1,-0.834,,,
CR735121.1,-0.897,,,
CR749162.1,-0.753,,,
CR749163.2,-1.699,,,
CR749164.1,-1.477,,,
CR749167.1,-4.000,,,
CR749167.2,-4.000,,,
CR749168.1,-4.000,,,
CR749168.2,-0.886,,,
CR749168.3,-4.000,,,
CR749168.4,-4.000,,,
CR749752.1,-0.946,,,
CR749762.1,-4.000,,,
CR749762.2,-4.000,,,
CR749763.1,-4.000,,,
CR749763.2,0.023,,,
CR749763.3,-1.273,,,
CR749763.4,-4.000,,,
CR749763.5,-1.247,,,
CR749763.6,-0.946,,,
CR749763.7,-1.523,,,
CR749774.1,-4.000,,,
CR749775.1,-4.000,,,
CR749775.2,0.597,,,
CR749777.1,-2.000,,,
CR751224.1,-4.000,,,
CR751227.1,-4.000,,,
CR751227.2,-0.486,,,
CR751602.1,-1.477,,,
CR751602.2,0.498,,,
CR751608.1,-4.000,,,
CR753816.1,-4.000,,,
CR753837.1,-4.000,,,
CR753837.2,-1.875,,,
CR753844.1,-1.079,,,
CR753874.1,-4.000,,,
CR753876.1,1.600,,,
CR753886.1,0.409,,,
CR753902.1,-4.000,,,
CR759791.1,-4.000,,,
CR759797.1,-4.000,,,
CR759810.1,-4.000,,,
CR759816.1,-4.000,,,
CR759826.1,-4.000,,,
CR759830.1,-0.222,,,
CR759836.1,0.628,,,
CR759841.1,-1.115,,,
CR759843.1,-1.273,,,
CR759843.2,-1.115,,,
CR759845.1,0.037,,,
CR759845.2,-0.986,,,
CR759845.3,-1.176,,,
CR759845.4,-1.222,,,
CR759846.1,-0.972,,,
CR759863.1,-4.000,,,
CR759863.2,0.739,,,
CR759875.1,-4.000,,,
CR759878.1,-4.000,,,
CR759879.1,0.502,,,
CR759882.1,-4.000,,,
CR759885.1,0.962,,,
CR759887.1,-4.000,,,
CR759887.2,-4.000,,,
CR759887.3,-0.331,,,
CR759887.4,-4.000,,,
CR759893.1,-4.000,,,
CR759907.1,-0.632,,,
CR759918.1,0.091,,,
CR759927.1,-4.000,,,
CR759927.2,-2.477,,,
CR759927.3,-4.000,,,
CR759955.1,-4.000,,,
CR759968.2,-4.000,,,
CR759970.1,-4.000,,,
CR762392.1,-2.000,,,
CR762392.2,-4.000,,,
CR762395.1,-2.000,,,
CR762400.1,-1.363,,,
CR762407.1,-1.523,,,
CR762407.2,-1.247,,,
CR762407.3,-1.079,,,
CR762408.1,-4.000,,,
CR762420.1,-0.671,,,
CR762431.1,0.281,,,
CR762436.1,0.093,,,
CR762436.2,-0.066,,,
CR762470.1,-4.000,,,
CR762475.1,-2.176,,,
CR762475.2,-1.331,,,
CR762475.3,-1.062,,,
CR762480.2,-1.155,,,
CR762483.1,1.870,,,
CR762493.1,-1.198,,,
CR762497.1,-0.875,,,
CR769769.1,-0.367,,,
CR769769.2,0.102,,,
CR769769.3,-0.504,,,
CR769772.1,-4.000,,,
CR769772.2,-4.000,,,
CR769772.3,-4.000,,,
CR769772.4,-2.477,,,
CR769777.1,-0.854,,,
CR769777.2,-4.000,,,
CR769778.1,-1.015,,,
CR769778.2,-4.000,,,
CR774179.2,-0.460,,,
CR774179.3,-4.000,,,
CR774179.5,-1.778,,,
CR774184.1,-4.000,,,
CR774189.1,-0.986,,,
CR774192.1,-4.000,,,
CR774194.1,-4.000,,,
CR774195.1,-4.000,,,
CR786562.1,-0.187,,,
CR786566.1,-4.000,,,
CR786571.1,-0.528,,,
CR786571.2,-0.119,,,
CR786571.3,-1.176,,,
CR786571.4,0.412,,,
CR786576.1,-4.000,,,
CR786577.1,-1.699,,,
CR786578.1,-1.436,,,
CR786578.2,-2.477,,,
CR786582.1,-0.398,,,
CR786582.2,-1.046,,,
CR788226.1,-0.473,,,
CR788230.1,-1.699,,,
CR788230.2,-4.000,,,
CR788235.1,-1.875,,,
CR788236.1,-4.000,,,
CR788237.1,-4.000,,,
CR788237.2,-4.000,,,
CR788248.1,-2.000,,,
CR788249.1,-1.632,,,
CR788249.2,-1.176,,,
CR788249.3,-4.000,,,
CR788254.1,-4.000,,,
CR788254.2,0.035,,,
CR788254.3,-4.000,,,
CR788255.1,-4.000,,,
CR788285.1,-4.000,,,
CR788285.2,-4.000,,,
CR788303.1,-0.563,,,
CR788311.1,-1.632,,,
CR788316.1,-1.079,,,
CR788316.2,-1.331,,,
CR788316.3,-0.265,,,
CR788316.4,-0.875,,,
CR788322.1,-4.000,,,
CR788322.4,-4.000,,,
CR790362.1,-0.440,,,
CR790363.1,-4.000,,,
CR790365.1,-1.015,,,
CR790366.1,-0.513,,,
CR790366.2,-0.185,,,
CR790366.3,-0.495,,,
CR790368.1,-4.000,,,
CR790377.1,-4.000,,,
CR790380.1,0.902,,,
CR790382.1,-4.000,,,
CR790382.2,-4.000,,,
CR790382.3,-1.363,,,
CR790388.1,-0.444,,,
CR790388.2,-2.176,,,
CR792416.1,-0.638,,,
CR792417.1,-1.176,,,
CR792422.1,-4.000,,,
CR792422.2,-4.000,,,
CR792424.1,-1.000,,,
CR792426.1,-4.000,,,
CR792437.1,-1.301,,,
CR792438.1,0.128,,,
CR792438.2,-0.310,,,
CR792439.1,-2.176,,,
CR792441.1,-4.000,,,
CR792453.1,-4.000,,,
CR792453.2,-1.875,,,
CR792453.3,-1.778,,,
CR792454.1,-4.000,,,
CR792457.1,-4.000,,,
CR812464.1,0.738,,,
CR812468.1,-4.000,,,
CR812469.1,-4.000,,,
CR812470.1,-0.714,,,
CR812470.2,-4.000,,,
CR812472.1,-4.000,,,
CR812472.2,-4.000,,,
CR812481.1,-0.295,,,
CR812832.1,-1.273,,,
CR812836.1,-4.000,,,
CR812896.1,-4.000,,,
CR846082.1,1.354,,,
CR846087.1,-0.088,,,
CR846087.2,-1.000,,,
CR846087.3,-0.481,,,
CR846090.1,-4.000,,,
CR847503.1,-0.440,,,
CR847503.2,-4.000,,,
CR847504.1,-4.000,,,
CR847509.1,-1.523,,,
CR847514.1,-4.000,,,
CR847523.1,-4.000,,,
CR847530.1,-4.000,,,
CR847530.2,-4.000,,,
CR847531.1,-1.000,,,
CR847534.1,-0.391,,,
CR847537.1,-0.897,,,
CR847543.1,-0.972,,,
CR847543.2,-0.569,,,
CR847545.1,-1.523,,,
CR847563.1,-4.000,,,
CR847563.2,-4.000,,,
CR847566.1,0.491,,,
CR847571.1,-4.000,,,
CR847785.1,-0.645,,,
CR847793.1,0.086,,,
CR847799.1,-4.000,,,
CR847803.1,-4.000,,,
CR847844.1,-4.000,,,
CR847844.2,-4.000,,,
CR847850.1,-0.753,,,
CR847851.1,-0.077,,,
CR847870.1,-4.000,,,
CR847870.2,-4.000,,,
CR847887.1,-0.298,,,
CR847895.1,-0.097,,,
CR847897.1,-4.000,,,
CR847898.1,-1.135,,,
CR847898.2,0.463,,,
CR847898.3,-4.000,,,
CR847898.4,-0.129,,,
CR847899.1,-4.000,,,
CR847899.2,-4.000,,,
CR847906.1,-0.456,,,
CR847923.1,-4.000,,,
CR847936.1,0.386,,,
CR847936.10,-1.301,,,
CR847936.2,-4.000,,,
CR847936.3,-4.000,,,
CR847936.7,-4.000,,,
CR847939.1,-0.260,,,
CR847944.1,-4.000,,,
CR847944.2,-4.000,,,
CR847947.1,-1.875,,,
CR847953.1,1.924,,,
CR847953.2,-4.000,,,
CR847968.1,-0.770,,,
CR847970.1,0.025,,,
CR847971.1,-4.000,,,
CR847973.1,-4.000,,,
CR847983.1,-4.000,,,
CR847983.2,-4.000,,,
CR847984.1,0.299,,,
CR847984.2,-4.000,,,
CR847994.1,0.113,,,
CR847998.1,-4.000,,,
CR848025.1,-0.161,,,
CR848025.2,-0.104,,,
CR848032.1,-4.000,,,
CR848040.3,-4.000,,,
CR848047.1,-1.398,,,
CR848049.1,-4.000,,,
CR848665.1,-4.000,,,
CR848667.1,0.885,,,
CR848667.2,-4.000,,,
CR848683.1,-4.000,,,
CR848683.2,-0.745,,,
CR848703.1,-4.000,,,
CR848705.1,-1.398,,,
CR848705.2,0.312,,,
CR848715.1,-4.000,,,
CR848717.1,-4.000,,,
CR848723.1,-4.000,,,
CR848736.1,-1.247,,,
CR848741.1,-0.972,,,
CR848742.1,-0.553,,,
CR848746.1,-0.745,,,
CR848749.2,-4.000,,,
CR848757.1,-0.921,,,
CR848759.1,-0.959,,,
CR848784.1,-4.000,,,
CR848784.3,-4.000,,,
CR848784.4,-4.000,,,
CR848788.1,-0.959,,,
CR848788.2,-0.265,,,
CR848791.1,-4.000,,,
CR848791.2,-2.000,,,
CR848791.3,-4.000,,,
CR848812.1,-2.477,,,
CR848825.1,-4.000,,,
CR848833.1,-1.015,,,
CR848836.1,-4.000,,,
CR848840.1,-0.370,,,
CR848841.1,-0.194,,,
CR848844.1,-0.824,,,
CR853291.1,-4.000,,,
CR854827.1,-1.436,,,
CR854827.3,-4.000,,,
CR854829.1,-1.079,,,
CR854832.1,-4.000,,,
CR854838.1,1.432,,,
CR854839.1,1.097,,,
CR854897.1,-4.000,,,
CR854897.2,-4.000,,,
CR854899.1,-4.000,,,
CR854907.1,-0.737,,,
CR854926.1,-4.000,,,
CR854927.1,-4.000,,,
CR854927.2,-1.176,,,
CR854927.3,-4.000,,,
CR854927.4,-4.000,,,
CR854941.1,-0.108,,,
CR854942.1,-4.000,,,
CR854945.1,-1.301,,,
CR854948.1,-4.000,,,
CR854963.1,-4.000,,,
CR854964.1,-4.000,,,
CR854965.1,-4.000,,,
CR854965.2,-4.000,,,
CR854980.1,-1.198,,,
CR854981.1,-4.000,,,
CR854988.1,-4.000,,,
CR854989.1,-4.000,,,
CR855123.1,-4.000,,,
CR855206.1,-4.000,,,
CR855206.2,-1.574,,,
CR855257.1,-0.692,,,
CR855257.2,-1.198,,,
CR855274.1,-4.000,,,
CR855277.1,-4.000,,,
CR855277.2,-0.141,,,
CR855277.3,-0.638,,,
CR855277.4,-4.000,,,
CR855300.1,0.473,,,
CR855306.1,-4.000,,,
CR855307.1,-0.310,,,
CR855311.1,1.695,,,
CR855311.2,-1.301,,,
CR855311.4,-0.834,,,
CR855311.5,-0.886,,,
CR855318.1,-4.000,,,
CR855320.1,-0.959,,,
CR855320.2,-0.452,,,
CR855320.3,-2.176,,,
CR855328.1,-4.000,,,
CR855337.1,2.090,,,
CR855375.1,-4.000,,,
CR855375.2,-4.000,,,
CR855375.3,-0.072,,,
CR855379.1,-0.834,,,
CR855379.2,-2.176,,,
CR855379.3,-4.000,,,
CR855389.1,-0.473,,,
CR855389.2,0.400,,,
CR855393.1,-4.000,,,
CR855393.2,-4.000,,,
CR855860.1,-1.015,,,
CR855860.2,-4.000,,,
CR855865.1,-0.558,,,
CR855996.2,0.149,,,
CR925709.1,1.391,,,
CR925709.2,-1.097,,,
CR925709.3,-0.273,,,
CR925713.1,-0.585,,,
CR925719.1,-0.301,,,
CR925720.1,-4.000,,,
CR925723.1,-0.046,,,
CR925723.2,-1.477,,,
CR925723.4,-4.000,,,
CR925728.1,-4.000,,,
CR925728.2,-4.000,,,
CR925728.3,-0.553,,,
CR925737.1,-4.000,,,
CR925744.1,-4.000,,,
CR925755.1,-4.000,,,
CR925755.2,-1.079,,,
CR925756.1,-4.000,,,
CR925761.1,-0.067,,,
CR925761.2,-1.699,,,
CR925761.3,-0.380,,,
CR925761.4,-0.021,,,
CR925763.1,-4.000,,,
CR925768.1,0.979,,,
CR925773.1,1.112,,,
CR925777.1,-4.000,,,
CR925797.1,-2.000,,,
CR925798.1,0.204,,,
CR925800.1,-4.000,,,
CR925802.1,-4.000,,,
CR925803.1,-1.135,,,
CR925804.1,-4.000,,,
CR925817.1,-1.176,,,
CR925863.1,-4.000,,,
CR925879.1,-0.563,,,
CR926130.1,-0.814,,,
CR926130.2,-4.000,,,
CR926463.1,-4.000,,,
CR926464.1,-4.000,,,
CR926469.1,-4.000,,,
CR927050.1,-1.062,,,
CR927050.2,-0.761,,,
CR927215.1,-0.721,,,
CR927456.1,-4.000,,,
CR931763.1,-4.000,,,
CR931780.1,-4.000,,,
CR931782.1,-4.000,,,
CR931782.2,-1.875,,,
CR931802.1,-4.000,,,
CR931802.2,-4.000,,,
CR931802.3,-1.632,,,
CR931802.4,-4.000,,,
CR931813.1,-1.523,,,
CR931813.2,-0.062,,,
CR931980.1,-4.000,,,
CR932000.1,-1.155,,,
CR932017.1,-4.000,,,
CR932077.1,-0.770,,,
CR932360.1,-0.706,,,
CR932360.2,0.088,,,
CR932362.1,-4.000,,,
CR932978.3,0.131,,,
CR932983.1,-4.000,,,
CR932983.2,-4.000,,,
CR932999.1,-0.313,,,
CR933017.1,-4.000,,,
CR933528.1,-4.000,,,
CR933559.1,0.484,,,
CR933730.1,-1.135,,,
CR933734.1,-4.000,,,
CR933734.2,-0.081,,,
CR933734.3,-1.632,,,
CR933791.1,-1.699,,,
CR933791.2,-2.477,,,
CR933812.1,-4.000,,,
CR933839.1,-4.000,,,
CR936240.1,-4.000,,,
CR936249.1,-0.528,,,
CR936300.1,0.267,,,
CR936300.2,-4.000,,,
CR936321.1,0.340,,,
CR936363.1,-4.000,,,
CR936371.1,-4.000,,,
CR936371.2,-4.000,,,
CR936378.1,-2.000,,,
CR936403.1,-4.000,,,
CR936408.1,-4.000,,,
CR936408.2,-4.000,,,
CR936416.1,-4.000,,,
CR936442.1,0.294,,,
CR936457.1,-4.000,,,
CR936459.1,-4.000,,,
CR936462.1,-1.523,,,
CR936479.1,-1.015,,,
CR936482.1,-2.176,,,
CR936518.1,-0.796,,,
CR936518.2,-4.000,,,
CR936540.1,0.869,,,
CR936968.1,-4.000,,,
CR936968.2,-2.477,,,
CR936974.1,-4.000,,,
CR936975.1,-4.000,,,
CR936977.1,-0.548,,,
CR936977.2,-0.729,,,
CR944667.1,-1.574,,,
CR944667.2,-4.000,,,
CR944667.3,-2.176,,,
CR954226.1,-4.000,,,
CR954285.1,-4.000,,,
CR954294.1,-4.000,,,
CR954298.1,-4.000,,,
CR954963.1,-4.000,,,
CR956623.1,-4.000,,,
CR974456.1,0.789,,,
CR974461.1,-4.000,,,
CR974475.1,-4.000,,,
crabp1a,0.354,,,
crabp1b,0.599,,,
crabp2a,1.303,,,
crabp2b,0.986,,,
CRACR2A,-0.229,,,
cracr2ab,-1.046,,,
cracr2b,-0.270,,,
cradd,0.327,,,
cramp1,0.513,,,
crata,1.066,,,
cratb,1.047,,,
crb1,-0.402,,,
crb2a,-0.886,,,
crb2b,-0.528,,,
crb3a,0.579,,,
crb3b,1.157,,,
crbn,0.561,,,
crcp,0.712,,,
creb1a,1.565,,,
creb1b,1.150,,,
creb3l1,1.369,,,
creb3l2,1.502,,,
creb3l3a,-0.678,,,
creb3l3b,-0.946,,,
creb3l3l,1.796,,,
creb3l4,0.761,,,
creb5a,1.032,,,
creb5b,0.264,,,
crebbpa,0.548,,,
crebbpb,0.526,,,
crebl2,1.293,,,
crebrf,1.251,,,
crebzf,1.399,,,
creg1,0.729,,,
creg2,0.895,,,
creld1a,-0.056,,,
creld1b,0.703,,,
creld2,1.117,,,
crema,1.937,,,
cremb,0.708,,,
crestin,-0.814,,,
crfb1,0.679,,,
crfb12,0.571,,,
crfb15,-4.000,,,
crfb16,0.480,,,
crfb2,-0.416,,,
crfb4,0.611,,,
crha,-4.000,,,
crhb,-4.000,,,
crhbp,-0.176,,,
crhr1,-0.558,,,
crim1,1.059,,,
crip1,2.293,,,
crip2,1.266,,,
crip3,0.177,,,
cript,0.618,,,
crispld1a,1.107,,,
crispld1b,1.156,,,
